Name,RA_hms,Dec_dms
J2325-0530,23:25:15.3,-05:30:39
B2324+60,23:26:58.6,+61:13:36.4
J2326+6141,23:26:00,+61:00:00
J2326+6243,23:26:41.5,+62:43:22.6
J2327+62,23:27:00,+62:00:00
J2329+16,23:29:50,+16:57:00
J2329+4743,23:29:31.5,+47:43:39.7
B2327-20,23:30:26.8,-20:05:29.6
J2333+20,23:33:00,+20:18:00
J2333+6145,23:33:19.4,+61:45:30.0
J2333-5526,23:33:15.9,-55:26:21.1
J2336-01,23:36:36,-01:51:00
B2334+61,23:37:05.7,+61:51:01.5
J2338+4818,23:38:06.1,+48:18:32.1
J2339-0533,23:39:38.7,-05:33:05.3
J2340+08,23:40:45,+08:33:00
J2343+6221,23:43:00,+62:21:00
J2346-0609,23:46:50.4,-06:09:59.8
J2347+02,23:47:00,+02:00:00
J2350+31,23:50:42,+31:39:00
J2351+6500,23:51:42.9,+65:00:48.6
J2351+8533,23:51:03,+85:33:20.6
J2352+65,23:52:00,+65:00:00
B2351+61,23:54:04.7,+61:55:46.8
J2354-2250,23:54:26,-22:51:53
J2355+0051,23:55:51.2,+00:51:09.5
J2355+04,23:55:30,+04:43:00
J2355+1523,23:55:48.6,+15:23:19
J2355+2246,23:55:49.8,+22:46:17
